gene_name,Intercept,Previous,Current,Species,Stage,Previous:Current,Previous:Species,Current:Species,Previous:Stage,Current:Stage,Species:Stage,Previous:Current:Species,Previous:Current:Stage,Previous:Species:Stage,Current:Species:Stage,Previous:Current:Species:Stage
128up,3.93692878006883,-0.013763998764306,-0.127159237862163,0.745993676068887,-0.442190728416802,0.0820972843412794,-0.0507968629700254,0.276398374530457,-0.0255504579653121,0.0617366598876929,0.336248907281496,-0.226551869701673,-0.0427691176652896,0.18342481312742,-0.135312532738209,0.0236282557867303
14-3-3epsilon,5.46558234690305,-0.0758945642577414,-0.0807138487401962,0.883203216848827,0.307668926251172,0.0941864667376265,-0.0672116749884815,0.21483225146467,-0.0871047979478769,0.0689188786884058,-0.208070416850183,-0.088421411001632,-0.150842929721298,0.166010281102022,-0.178599601322756,0.28097651160278
4E-T,3.67068046493864,0.0669949954476307,-0.0144277287741519,0.424297022532486,-0.233086397552419,-0.0587402614310568,-0.105247346470458,0.0703323208091748,-0.338349670335221,0.0547695022767882,-0.355947597427982,0.0752311039451401,-0.123506254249419,0.330343225692296,-0.119331519016357,0.490266677787569
5-HT1B,-0.584272223189582,-0.288871657564411,-0.203644286000951,0.716195505789622,-0.805508722323399,-0.181343482731234,0.390101964617739,0.128676083520415,-0.0185029513119035,0.375339926983336,-0.805712756148211,0.205540192354286,-0.573406390610044,-0.0542404905705825,-0.559768825775239,0.918572757709679
5-HT2A,0.904319476689732,-0.0947720571935298,0.112566296598286,0.594380307663954,-1.29717454169116,-0.168140788785943,0.134509469277041,-0.285493731194923,-0.459297896151866,-0.483512317408119,-1.66608515487754,0.213852508621489,0.392048092840391,-2.71719224212214,0.703540015967378,2.93092112269886
5-HT7,-0.98990282020094,0.227816221986336,0.321637376193502,1.23226286256185,0.963284163173246,-0.541625887876854,-0.137109602852797,-0.741004839663251,-0.677708781216973,-0.437597771447624,-2.28695900198117,1.13967068612071,0.548372533928434,0.755687202850857,1.25235137316852,-0.95954391126907
7B2,3.40256671067691,0.00466303670460674,0.0942882791590876,1.13643468034668,-0.57438593623874,-0.0399781160286275,0.25705745725305,-0.165946396131378,0.169256684198001,-0.119103681804919,0.154491284386479,0.0537320828425585,-0.0871489570237095,-0.467379716487041,0.358359124384464,0.0119130293940453
a5,2.33898954609998,0.0808643396682038,0.0914265882915735,0.939520295062051,-8.98669933375798,-0.122867741001125,0.0347905835952656,-0.464941364411984,-2.64349492398638,-2.65405717260975,-3.50215087938023,0.363537619638166,2.6854983253193,5.05931048018016,3.02757194873016,-2.83016767428857
a6,2.31655367602115,-0.234404433810963,-0.118549210863277,-0.0987481002573667,-0.152677766327487,0.172219945149994,0.00487723714473289,0.126451356036359,-0.126591985285711,0.379295102617161,-0.422132795757551,0.00945502964141526,-0.418495473364585,0.21696233526481,-0.394776123539861,0.530230087592748
Aac11,3.67612195187172,0.0154457008103574,-0.0398404078859456,0.452385304902396,0.157915772479355,0.0109180398719821,-0.178895513142823,-0.0145085839399749,-0.191794137862985,0.141469750341673,-0.306494146445903,0.15724365622684,-0.203631929142221,0.263225622919638,-0.192097856276773,0.409728369403397
AANATL2,2.92333529176072,0.0296153177900719,0.00361054665602925,-0.907831029087883,2.73291328906251,-0.000360662497602685,0.0499005455756371,-0.199424892790213,-0.178508440290775,-0.124638391375133,0.39983746071234,0.27984859364541,-0.175497038635857,0.103644203927296,0.047703027157314,-0.233569310624881
Aatf,2.76980114107136,-0.0502011246659064,-0.0780849818741705,0.486447408996226,-1.04143324090438,0.0681973638667014,0.0114840467171529,0.306779555069991,-0.0175042463567989,0.121339600713079,0.791010389423687,-0.234534413901899,-0.164276859086611,-0.00195460055442357,-0.405262343428604,0.353092614947387
ab,-0.805068003972399,-0.28596947550733,0.0958723815264022,0.673705641861624,2.5459854703401,-0.471842949965283,-0.00255320926047562,-0.496380745321773,-0.339393052925897,0.185822711819401,-0.900328513248904,0.99234647344892,0.208377543965221,0.308046666683484,0.138707314709237,0.0307794553088613
abd-A,0.330701511916494,-0.0648344222120836,-0.0606430412248089,0.88279902029923,2.34235289215071,-0.206143816708863,0.106678687623435,0.0559617355031598,-0.280999588737896,0.246510590652755,-1.3549878706413,0.307765948432866,-0.410331242807375,0.131391545505138,-0.470060186084988,0.929848594814258
Abd-B,-0.150928447636486,-0.00711170554856502,-0.0460778250192764,0.362800249013426,2.08273737104395,0.0949018226932983,-0.0504269132218809,-0.178701486584186,-0.250451958229477,0.163836727487504,-1.15483639760263,0.368768695205511,-0.675964268571534,0.12120257879012,-0.254100018026102,0.775765899186177
abo,1.58506956722923,-0.0542245964147507,-0.0576258950124683,0.509497581629533,-0.0881820569526786,0.104058890239323,-0.0879928680164233,-0.054735180743139,-0.0232053756286263,-0.0458238829707604,-0.220653301428342,0.175029411541103,-0.172948452197471,-0.119797832919276,0.138063623344831,0.174800030611124
Ac3,0.887080280586976,-0.0276245246590134,-0.0852349077971875,0.980969353853747,-0.986817874897537,0.0505997990579928,0.236021065996787,-0.250734991534908,0.216280460194926,0.362579868203465,-0.639838794780591,0.163906269640267,-0.5792681939113,-0.269081401388129,-0.0476134550206165,0.662314976299253
Ac76E,1.82828690907923,-0.0475190902450807,0.0639020988672112,0.583175301918972,0.318067583528188,-0.0817218213725746,-0.0724160634521315,-0.284259389677151,0.0861475539303908,-0.466749112542932,-1.36373098215849,0.400448368165759,0.251248027883186,0.0840518048309083,0.42310636061027,-0.35311457819754
Ac78C,-9.21034037197618,1.23737447533232e-15,2.73254858580695e-15,9.2476206029496,3.14022744381773,-5.11145084641141e-15,0.0180187410991045,-0.15479628552664,0.0823335352319306,0.116594090202787,-3.18369921417575,0.140691096679787,2.92082504322118,-0.316427921172876,-0.185500403789224,-2.3538742182011
Acam,-9.21034037197619,5.78802729020156e-16,6.42972684443537e-15,6.9932376772185e-15,12.0367231634283,-6.67127544688983e-15,2.8550832510773,2.6701574881184,0.0682103290978487,-0.290982672868003,0.372843284619812,-2.68236751920749,-0.202285794920031,-2.98755219214534,-2.70388608424446,3.6092541982115
ACC,3.50427938630793,-0.00318322427036561,0.0622527092981092,1.35863926360814,-1.954185134679,-0.125718749111887,-0.138162183822955,-0.302640157160547,-0.0223876292856308,-0.140049312654696,-1.09568690512038,0.529229588464849,0.372111359129191,0.120386491090676,0.521586221917025,-0.736156627779265
AcCoAS,4.57149008615534,0.0503087157484951,0.139881766546808,1.16475301905196,-1.19989045404816,-0.157429372335377,-0.00654705534091437,-0.0885196079217246,0.276146005859159,-0.347119053193582,-0.494709623913034,0.181570369973767,0.17364455551239,-0.672211676331138,0.0962058197914948,0.29209398254039
Acer,4.27364649632476,-0.290817998709208,-0.0686572689781442,-0.0516516770777755,-0.753030639674466,0.1142394265312,0.371534388486202,0.253499106462753,0.377738398015157,-0.1785973012262,0.0211449107173834,-0.365228795857311,-0.0982001739399086,-0.459811754829808,-0.00579749503115043,0.303751216281688
Acf,2.72462460856179,-0.127723418212552,0.032127737813656,-0.279190085591068,-0.911346025873258,0.0532018322463656,0.107092719449482,0.194722342752534,-0.119848927295271,0.0599406836767775,0.156347003366933,-0.352788374327664,-0.435539975938465,0.158027113301755,-0.204742726151551,1.01521154889923
